Doctor_Name,Specialization,Experience,Hospital_Name,City,City_Tier,Patient_Rating(%),Source,Consultation_Fee(₹)
Dr. Ravindra Kumar Sravanam,General Physician,16,Amor Hospitals,Hyderabad,Metro,100.0,Practo,600
Dr. M Aravind Kumar,General Physician,24,Vivekananda Hospital,Hyderabad,Metro,88.0,Practo,700
Dr. Chayan Kumar Roy,General Physician,31,Techno India Dama Healthcare & Medical Centre,Kolkata,Metro,63.0,Practo,700
Dr. Koushik Basu,General Physician,24,Techno India Dama Healthcare & Medical Centre,Kolkata,Metro,95.0,Practo,800
Dr. Mousumi Kundu,General Physician,18,Baine Hospital,Kolkata,Metro,95.0,Practo,700
Dr. Shambhu Vishal,General Physician,17,Techno India Dama Healthcare & Medical Centre,Kolkata,Metro,87.0,Practo,600
Dr. Ranadhi Das,General Physician,20,Baine Hospital,Kolkata,Metro,100.0,Practo,600
Dr. Shiv Krishna Mitra,General Physician,16,Samaritan Clinic Private Limited,Kolkata,Metro,95.0,Practo,1500
Dr. Anirban Basu,General Physician,22,Baine Hospital,Kolkata,Metro,94.0,Practo,500
Dr. Arka  Chatterjee,General Physician,17,Techno India Dama Healthcare & Medical Centre,Kolkata,Metro,95.0,Practo,500
Dr. Sadajit Banerjee,General Physician,13,Techno India Dama Healthcare & Medical Centre,Kolkata,Metro,95.0,Practo,1000
Dr. Pratik Kumar Mitra,General Physician,16,Techno India Dama Healthcare & Medical Centre,Kolkata,Metro,67.0,Practo,1100
Dr. A Gunasekaran,General Physician,33,Neuro Life Hospital,Chennai,Metro,94.0,Practo,600
Dr. Senthil Kumar V S,General Physician,26,Billroth Hospitals,Chennai,Metro,100.0,Practo,400
Dr. Ananth Padmanaban,General Physician,45,MGM Healthcare Malar Hospitals,Chennai,Metro,33.0,Practo,700
Dr. Srikanth Muralikrishnan,General Physician,30,Kannapa Memorial Hospital,Chennai,Metro,100.0,Practo,800
Dr. Vinod Prem Anand,General Physician,26,MGM Healthcare Malar Hospitals,Chennai,Metro,96.0,Practo,800
Dr. Dhivya Narasimhan,General Physician,17,Billroth Hospitals,Chennai,Metro,71.0,Practo,550
Dr. Anil Vaidya,General Physician,36,MGM Healthcare,Chennai,Metro,100.0,Practo,1500
Dr. S Ganesh,General Physician,44,MGM Healthcare Malar Hospitals,Chennai,Metro,79.0,Practo,1000
Dr. Pravin K Aggarwal,General Physician,45,MGM Healthcare Malar Hospitals,Chennai,Metro,88.0,Practo,800
Dr. Dhanasegaran S E,General Physician,28,Billroth Hospitals,Chennai,Metro,100.0,Practo,1000
Dr. Anirudh Lochan,General Physician,21,Jeevan Jyoti Clinic And Hospital,Delhi,Metro,95.0,Practo,800
Dr. Ajit Kumar Talukdar,General Physician,41,Jeewan Hospital Gate No. 1,Delhi,Metro,100.0,Practo,700
Dr. Madhukar Prakash,General Physician,27,Jeevan Jyoti Clinic And Hospital,Delhi,Metro,100.0,Practo,1000
Dr. Rajeev Gupta,General Physician,34,Yatharth Super Speciality Hospital,Delhi,Metro,94.0,Practo,1200
Dr. S.K. Tyagi,General Physician,43,Tyagi Nursing Home,Delhi,Metro,77.0,Practo,1500
Dr. Chandan Bhattacharya,General Physician,37,ORL International Hospital,Delhi,Metro,33.0,Practo,1000
Dr. Yatin Kukreja,General Physician,23,Artemis Lite,Delhi,Metro,98.0,Practo,800
Dr. Jayant Thakuria,General Physician,26,SSB Multispeciality Hospital,Delhi,Metro,88.0,Practo,1200
Dr. S K Bakshi,General Physician,44,Aashlok Hospital,Delhi,Metro,80.0,Practo,1500
Dr. Himanshu Shekhar,General Physician,20,SCI International Hospital,Delhi,Metro,83.0,Practo,1000
Dr. S Krishnamurthy,General Physician,32,SRV Agadi Hospital,Bangalore,Metro,95.0,Practo,500
Dr. Swati Bhat,General Physician,20,Hosmat Hospital,Bangalore,Metro,86.0,Practo,1200
Dr. Raghavendra R,General Physician,26,Aster CMI Hospital,Bangalore,Metro,100.0,Practo,1200
Dr. Tessie G Thoduka,General Physician,43,Koshys Hospital,Bangalore,Metro,92.0,Practo,650
Dr. Ravishankar Reddy C R,General Physician,33,Marvel Multispeciality Hospital,Bangalore,Metro,87.0,Practo,1000
Dr. Syed Abdul Nayeem,General Physician,17,Trilife Hospital,Bangalore,Metro,95.0,Practo,1000
Dr. Chikkalingaiah,General Physician,47,Medstar Speciality Hospital,Bangalore,Metro,69.0,Practo,600
Dr. Prabhu S,General Physician,25,Greenview Medical Center,Bangalore,Metro,67.0,Practo,1000
Dr. Pooja Pillai,General Physician,16,Aster CMI Hospital,Bangalore,Metro,100.0,Practo,1100
Dr. Suma Raju,General Physician,24,Sai Thunga Hospitals,Bangalore,Metro,85.0,Practo,1000
Dr. Dnyaneshwar Shinde,General Physician,25,USSH,Mumbai,Metro,93.0,Practo,1500
Dr. Chaurasia Vivek Kumar,General Physician,29,A1 Superspeciality Healthcare,Mumbai,Metro,71.0,Practo,1000
Dr. Ashish Sarwate,General Physician,29,Aditi Hospital,Mumbai,Metro,96.0,Practo,1000
Dr. Prashant Kini,General Physician,16,Platinum Hospital,Mumbai,Metro,98.0,Practo,2000
Dr. Madhava Karanth,General Physician,38,Sudhanshu Hospital & ICCU,Mumbai,Metro,95.0,Practo,2500
Dr. Manish Arora,General Physician,28,Sudhanshu Hospital & ICCU,Mumbai,Metro,95.0,Practo,2000
Dr. Kaustubh Durve,General Physician,19,Platinum Hospital,Mumbai,Metro,100.0,Practo,2000
Dr. Balbirsingh Kohli,General Physician,31,Platinum Hospital,Mumbai,Metro,95.0,Practo,2000
Dr. Milind Deole,General Physician,30,Mauli Aarogyam Multi Speciality Hospital,Mumbai,Metro,100.0,Practo,1200
Dr. Ajay garg,General Physician,46,Garg Multispeciality Hospital,Mumbai,Metro,95.0,Practo,1500
Dr. Pathak Harsh Dilipkumar,General Physician,15,Bodyline Hospital,Ahmedabad,Non-Metro,91.0,Practo,600
Dr. S J Metalia,General Physician,39,Metalia Hospital And ICCU,Ahmedabad,Non-Metro,92.0,Practo,600
Dr. Tapan Shah,General Physician,23,Sangini Hospital,Ahmedabad,Non-Metro,98.0,Practo,1200
Dr. Harsh Maniar,General Physician,20,Sangini Hospital,Ahmedabad,Non-Metro,98.0,Practo,1200
Dr. Kruti Godhani,General Physician,16,Ved Multispecility Clinic & Diagnostics,Ahmedabad,Non-Metro,95.0,Practo,800
Dr. Shrikant Lagvankar,General Physician,46,Apollo Hospital,Ahmedabad,Non-Metro,50.0,Practo,1000
Dr. Pooja Sharma,General Physician,4,Musk Clinic,Ahmedabad,Non-Metro,100.0,Practo,1000
Dr. Pankaj Dubey,General Physician,29,Apollo Hospital,Ahmedabad,Non-Metro,100.0,Practo,800
Dr. Jayesh Pavra,General Physician,31,The Health Care PolyClinic,Ahmedabad,Non-Metro,97.0,Practo,1000
Dr. V R Tindwani,General Physician,52,Dr V R Tindwani Clinic,Ahmedabad,Non-Metro,98.0,Practo,600
Dr. Preeti Singpho,General Physician,14,Cloudnine Hospital,Chandigarh,Non-Metro,95.0,Practo,800
Dr. Suresh Kumar Bansal,General Physician,55,Eden Hospital,Chandigarh,Non-Metro,85.0,Practo,0
Dr. Sandeep Singh Chhatwal,General Physician,28,Omni Clinics And Diagnostics,Chandigarh,Non-Metro,98.0,Practo,1000
Dr. S.K. Chawla,General Physician,47,Famicare Clinic,Chandigarh,Non-Metro,90.0,Practo,300
Dr. J P Singh,General Physician,50,JP Medical Centre,Chandigarh,Non-Metro,58.0,Practo,700
Dr. Ajit Gupta,General Physician,65,Dr. Ajit Gupta Clinic,Chandigarh,Non-Metro,33.0,Practo,200
Dr. Puneet Mittal,General Physician,28,Advance Medical Clinic,Chandigarh,Non-Metro,100.0,Practo,300
Dr. Sonica Chugh,General Physician,33,"Gynae, Fertility & IVF Centre",Chandigarh,Non-Metro,80.0,Practo,1000
Dr. Damanjit,General Physician,50,JP Medical Centre,Chandigarh,Non-Metro,100.0,Practo,700
Dr. Sanchit Kumar,General Physician,17,Chest & Sleep Care Clinic,Chandigarh,Non-Metro,78.0,Practo,600
Dr. Gyan Bhushan Raman,General Physician,19,Elite Care Clinic,Patna,Non-Metro,95.0,Practo,500
Dr. Farogh Haidry,General Physician,13,Dr. F. Haidry,Patna,Non-Metro,88.0,Practo,750
Dr. Jyoti,General Physician,10,Awadh Radiance Pain Clinic,Patna,Non-Metro,92.0,Practo,500
Dr. Animesh Gupta,General Physician,18,Gupta Clinic,Patna,Non-Metro,99.0,Practo,600
Dr. Radhika Bajaj,General Physician,5,Dr Radhika Bajaj Clinic,Patna,Non-Metro,100.0,Practo,200
Dr. Vaishnawi Singh,General Physician,7,Veda Health Care,Patna,Non-Metro,95.0,Practo,300
Dr. Nilanjali Gautam,General Physician,2,Helix Healthcare,Patna,Non-Metro,95.0,Practo,500
Dr. Pratyush Kumar Mishra,General Physician,14,Dr. Pratyush Kumar's Clinic,Patna,Non-Metro,94.0,Practo,500
Dr. Amit Kumar,General Physician,25,DR AMIT KUMAR,Patna,Non-Metro,89.0,Practo,1000
Dr. S S Eqbal Husain,General Physician,55,Skin Clinic & Therapy Center,Patna,Non-Metro,91.0,Practo,1500
Dr. Faisal Zia,General Physician,18,Afifa Medical Clinic,Lucknow,Non-Metro,100.0,Practo,400
Dr. Saurabh Agarwal,General Physician,18,Dr.Saurabh Agarwal Clinic,Lucknow,Non-Metro,97.0,Practo,700
Dr. Rama Srivastava,General Physician,43,Jwala Hospital,Lucknow,Non-Metro,88.0,Practo,800
Dr. S N Gupta,General Physician,39,Sanjivini Super Speciality Hospital,Lucknow,Non-Metro,50.0,Practo,1000
Dr. Samir Mishra,General Physician,20,Max Super Speciality Hospital,Lucknow,Non-Metro,95.0,Practo,700
Dr. Hriday Nath Tripathi,General Physician,49,Max Super Speciality Hospital,Lucknow,Non-Metro,100.0,Practo,700
Dr. Jitendra Singh,General Physician,12,Sanjivini Super Speciality Hospital,Lucknow,Non-Metro,95.0,Practo,600
Dr. Deepali Mohanty,General Physician,29,Max Super Speciality Hospital,Lucknow,Non-Metro,100.0,Practo,700
Dr. Swadesh Kumar Singh,General Physician,27,Max Super Speciality Hospital,Lucknow,Non-Metro,95.0,Practo,700
Dr. Sushil Kumar Gupta,General Physician,42,Max Super Speciality Hospital,Lucknow,Non-Metro,50.0,Practo,1000
Dr. Shailaja Desai,General Physician,17,Dr. Desai Dermacare,Pune,Non-Metro,86.0,Practo,700
Dr. N.M. Rao,General Physician,44,Lotus Multispeciality Hospital,Pune,Non-Metro,72.0,Practo,1000
Dr. Lata Patil,General Physician,37,Ruby Hall Clinic,Pune,Non-Metro,95.0,Practo,800
Dr. Rameshwar Hudekar,General Physician,20,Sunmed Hospital,Pune,Non-Metro,88.0,Practo,700
Dr. Harish Keswani,General Physician,40,Ruby Hall Clinic,Pune,Non-Metro,95.0,Practo,900
Dr. Pramod Jagtap,General Physician,36,Ruby Hall Clinic,Pune,Non-Metro,95.0,Practo,800
Dr. Janitha Gilbert,General Physician,17,Ruby Hall Clinic,Pune,Non-Metro,95.0,Practo,700
Dr. Kshitij Raghuvanshi,General Physician,15,Ruby Hall Clinic,Pune,Non-Metro,95.0,Practo,1500
Dr. Chandiwal Minish Mahendra,General Physician,35,Ruby Hall Clinic,Pune,Non-Metro,95.0,Practo,900
Dr. Pandurang Sawant,General Physician,17,Dr. Sawant's Clinic ,Pune,Non-Metro,95.0,Practo,700
Dr. Ravi Kumar GurugubeIli,General Physician,23,Medicover Hospitals ,Visakhapatnam,Non-Metro,67.0,Practo,800
Dr. C H Madhuri,General Physician,30,Lotus Hospital For Women and Children,Visakhapatnam,Non-Metro,100.0,Practo,600
Dr. Venkata Kiranmai G,General Physician,23,Medicover Hospitals ,Visakhapatnam,Non-Metro,95.0,Practo,500
Dr. Satyanarayana G,General Physician,31,Care Hospital,Visakhapatnam,Non-Metro,100.0,Practo,650
Dr. Thriveni Reddy,General Physician,22,Medicover Cancer Institute,Visakhapatnam,Non-Metro,95.0,Practo,600
Dr. Meghanatham Yenni,General Physician,19,Medicover Hospitals ,Visakhapatnam,Non-Metro,100.0,Practo,500
Dr. K Vamsi Krishna,General Physician,19,Medicover Hospitals ,Visakhapatnam,Non-Metro,100.0,Practo,800
Dr. Sanku Ganeswara Naidu,General Physician,34,Lotus Hospital For Women and Children,Visakhapatnam,Non-Metro,95.0,Practo,900
Dr. Chittaranjan Naidu,General Physician,17,Medicover Hospitals ,Visakhapatnam,Non-Metro,95.0,Practo,600
Dr. Aravind Varma Datla,General Physician,9,Medicover Hospitals ,Visakhapatnam,Non-Metro,95.0,Practo,500
Dr. Srujan Kumar Bellapu,General Surgeon,23,Aster Prime Hospital,Hyderabad,Metro,100.0,Practo,600
Dr. Rehan Sabir Momin,General Surgeon,16,MAVEN MEDICAL CENTER,Hyderabad,Metro,98.0,Practo,750
Dr. Brahmananda Reddy C H,General Surgeon,27,Archana Hospitals,Hyderabad,Metro,100.0,Practo,700
Dr. Krishna Mohan K,General Surgeon,21,Renova Hospitals,Hyderabad,Metro,100.0,Practo,500
Dr. CH. Venkata Pavan Kumar,General Surgeon,21,Medicover Hospitals ,Hyderabad,Metro,67.0,Practo,600
Dr. Salecha Priyank Ashokkumar,General Surgeon,17,Archana Hospitals,Hyderabad,Metro,95.0,Practo,600
Dr. Satish Reddy Pullalrevu,General Surgeon,30,Medicover Hospital,Hyderabad,Metro,75.0,Practo,1000
Dr. P. Sharath Chandra Kaushik,General Surgeon,22,Medicover Hospitals ,Hyderabad,Metro,33.0,Practo,600
Dr. Rohith Kumar Nayak,General Surgeon,34,Archana Hospitals,Hyderabad,Metro,33.0,Practo,450
Dr. Sanjeev Singh Yadav,General Surgeon,38,MAVEN MEDICAL CENTER,Hyderabad,Metro,93.0,Practo,750
Dr. Subhasis Saha,General Surgeon,27,Baine Hospital,Kolkata,Metro,95.0,Practo,600
Dr. Mukesh Kumar Vijay,General Surgeon,25,Sl Artemis Medical Centre Pvt Ltd,Kolkata,Metro,86.0,Practo,2000
Dr. Gaurav Priyadarshan,General Surgeon,15,Sl Artemis Medical Centre Pvt Ltd,Kolkata,Metro,95.0,Practo,1200
Dr. Pallab Saha,General Surgeon,28,Sl Artemis Medical Centre Pvt Ltd,Kolkata,Metro,100.0,Practo,1300
Dr. Prasenjit Bhattacharya,General Surgeon,18,Samaritan Clinic Private Limited,Kolkata,Metro,83.0,Practo,1600
Dr. Debtanu Bhattacharya,General Surgeon,30,Sl Artemis Medical Centre Pvt Ltd,Kolkata,Metro,100.0,Practo,1200
Dr. Naba Kumar Saha,General Surgeon,30,Sl Artemis Medical Centre Pvt Ltd,Kolkata,Metro,100.0,Practo,1500
Dr. Anindita Bhar,General Surgeon,26,Sl Artemis Medical Centre Pvt Ltd,Kolkata,Metro,67.0,Practo,1200
Dr. Achintya Kumar,General Surgeon,32,Sl Artemis Medical Centre Pvt Ltd,Kolkata,Metro,95.0,Practo,1500
Dr. Amit Kumar Das,General Surgeon,17,Sl Artemis Medical Centre Pvt Ltd,Kolkata,Metro,100.0,Practo,800
Dr. Selva Seetha Raman,General Surgeon,23,Prime Indian Hospitals,Chennai,Metro,94.0,Practo,800
Dr. G Kumaragurubaran,General Surgeon,29,Billroth Hospitals,Chennai,Metro,95.0,Practo,400
Dr. R Kannan,General Surgeon,31,Prime Indian Hospitals,Chennai,Metro,89.0,Practo,500
Dr. Rajkumar Rathinasamy,General Surgeon,26,Suraj Hospital,Chennai,Metro,86.0,Practo,800
Dr. R Jayaganesh,General Surgeon,38,Billroth Hospital,Chennai,Metro,90.0,Practo,800
Dr. Balaji Ravilla Baskara,General Surgeon,27,Noble Hospital,Chennai,Metro,97.0,Practo,250
Dr. Sivakumar Mahalingam,General Surgeon,21,MGM Cancer Institute,Chennai,Metro,100.0,Practo,1300
Dr. Venkatesh B S,General Surgeon,17,MGM Healthcare Malar Hospitals,Chennai,Metro,100.0,Practo,1000
Dr. S R Subrammaniyan,General Surgeon,42,Billroth Hospitals,Chennai,Metro,89.0,Practo,1000
Dr. Anil Vaidya,General Surgeon,36,MGM Healthcare,Chennai,Metro,100.0,Practo,1500
Dr. Satish Tyagi,General Surgeon,40,Tyagi Hospital & Maternity Centre ,Delhi,Metro,100.0,Practo,1000
Dr. Avinder Sabharwal,General Surgeon,28,Jeewan hospital gate no 2,Delhi,Metro,100.0,Practo,800
Dr. Vipender Sabherwal,General Surgeon,28,Jeewan Hospital Gate No. 1,Delhi,Metro,95.0,Practo,700
Dr. Kapil Kochhar,General Surgeon,32,Artemis Lite,Delhi,Metro,55.0,Practo,1500
Dr. R S Gandhi,General Surgeon,37,Kalra  Hospitals,Delhi,Metro,67.0,Practo,1000
Dr. Sanjeev Kumar Gupta,General Surgeon,29,SCI International Hospital,Delhi,Metro,67.0,Practo,800
Dr. Nagendra Kumar Kulkarni,General Surgeon,31,Park Hospital,Delhi,Metro,95.0,Practo,800
Dr. Vinay Sabharwal,General Surgeon,50,Jeewan Mala Hospital,Delhi,Metro,89.0,Practo,900
Dr. Mohit Jain,General Surgeon,26,Ansari Hospital,Delhi,Metro,91.0,Practo,500
Dr. Shiv Chopra,General Surgeon,35,Cronus Multispeciality Hospital,Delhi,Metro,50.0,Practo,1000
Dr. Anthony Vijay Pais,General Surgeon,43,Hosmat Hospital Pvt Ltd,Bangalore,Metro,100.0,Practo,750
Dr. Vithal Malmande,General Surgeon,21,HOSMAT Hospital,Bangalore,Metro,100.0,Practo,750
Dr. Shakir Tabrez,General Surgeon,24,Trilife Hospital,Bangalore,Metro,97.0,Practo,1200
Dr. Maruthesh Gowda,General Surgeon,22,Koshys Hospital,Bangalore,Metro,95.0,Practo,650
Dr. Anil Agadi,General Surgeon,33,SRV Agadi Hospital,Bangalore,Metro,100.0,Practo,600
Dr. Arun Kumar,General Surgeon,36,Greenview Medical Center,Bangalore,Metro,86.0,Practo,1500
Dr. Sonal Asthana,General Surgeon,32,Aster CMI Hospital,Bangalore,Metro,85.0,Practo,1200
Dr. Raghunandan K S,General Surgeon,24,Chord Road Hospital,Bangalore,Metro,97.0,Practo,600
Dr. Suhas S,General Surgeon,16,SRV Agadi Hospital,Bangalore,Metro,100.0,Practo,800
Dr. Aravind S Kapali,General Surgeon,23,Koshys Hospital,Bangalore,Metro,100.0,Practo,1000
Dr. Pradeep Shriyan,General Surgeon,31,SRV Hospitals Goregaon,Mumbai,Metro,100.0,Practo,1500
Dr. Nikhil Gawde,General Surgeon,17,Surana Sethia Hospital and Research Center,Mumbai,Metro,100.0,Practo,1000
Dr. Suresh Rao,General Surgeon,48,Sanjeevani Mamta Hospital & Research Centre,Mumbai,Metro,100.0,Practo,1000
Dr. Nilesh Chordiya,General Surgeon,26,SSO Cancer Clinic,Mumbai,Metro,98.0,Practo,2000
Dr. Pankaj Gandhi,General Surgeon,30,Suvidha Hospital & Polyclinic,Mumbai,Metro,80.0,Practo,700
Dr. Vicky Jain,General Surgeon,20,Surana Sethia Hospital and Research Center,Mumbai,Metro,98.0,Practo,2000
Dr. Bharat S Powdwal,General Surgeon,46,A1 Superspeciality Healthcare,Mumbai,Metro,95.0,Practo,1000
Dr. Manoj Aithal,General Surgeon,24,Suvidha Hospital & Polyclinic,Mumbai,Metro,100.0,Practo,1000
Dr. Amol Suresh Patil,General Surgeon,25,Aum Superspeciality Hospital,Mumbai,Metro,100.0,Practo,1500
Dr. Kamran Khan,General Surgeon,35,Specialty Surgical Oncology Hospital and Research,Mumbai,Metro,95.0,Practo,4000
Dr. Dhaval Patel,General Surgeon,17,Gayatri hospital and research center,Ahmedabad,Non-Metro,100.0,Practo,800
Dr. Kelawala Zalak Bhadreshbhai,General Surgeon,12,Bodyline Hospital,Ahmedabad,Non-Metro,95.0,Practo,1100
Dr. Kamlesh Ram,General Surgeon,19,Dr. Ram’s Advanced Surgical Hospital,Ahmedabad,Non-Metro,94.0,Practo,1500
Dr. Chirag J. Shah,General Surgeon,25,Arham Surgical Hospital & Laparoscopic center,Ahmedabad,Non-Metro,94.0,Practo,1000
Dr. Kaushik Gajjar,General Surgeon,45,Parth Hospital,Ahmedabad,Non-Metro,100.0,Practo,800
Dr. Kinnar Kapadia,General Surgeon,25,Avenues Hair Transplant And Plastic Surgery Center,Ahmedabad,Non-Metro,99.0,Practo,600
Dr. Shubha Sinha,General Surgeon,18,Apollo Hospitals City Centre,Ahmedabad,Non-Metro,95.0,Practo,1100
Dr. Tushar Lakhia,General Surgeon,49,Apollo Hospitals City Centre,Ahmedabad,Non-Metro,95.0,Practo,900
Dr. Adheesh Goriwal,General Surgeon,13,SAL Hospital,Ahmedabad,Non-Metro,95.0,Practo,1000
Dr. Anagha Santosh Zope,General Surgeon,32,Apollo Hospital,Ahmedabad,Non-Metro,100.0,Practo,1100
Dr. Sanjeev Bhatia,General Surgeon,24,Global Health Care Clinic,Chandigarh,Non-Metro,94.0,Practo,500
Dr. Alok Ahuja,General Surgeon,34,Dr. Alok Ahuja's Clinic,Chandigarh,Non-Metro,33.0,Practo,300
Dr. Ashok Sharma,General Surgeon,49,Laparoscopic and General Surgery Clinic,Chandigarh,Non-Metro,95.0,Practo,500
Dr. Anil Bhardwaj,General Surgeon,49,Bhardwaj Clinic,Chandigarh,Non-Metro,100.0,Practo,300
Dr. Pawan Mittal,General Surgeon,23,VCare Hospital,Chandigarh,Non-Metro,75.0,Practo,500
Dr. Harsh Kumar Aggarwal,General Surgeon,31,Tarini's Hair Transplant Clinic,Chandigarh,Non-Metro,100.0,Practo,400
Dr. Gursimran Singh,General Surgeon,14,Apollo Clinic,Chandigarh,Non-Metro,95.0,Practo,600
Dr. Ravul Jindal,General Surgeon,32,Indian Vascular Surgery Centre (IVS),Chandigarh,Non-Metro,76.0,Practo,2000
Dr. Vivek Singla,General Surgeon,21,Landmark Hospital,Chandigarh,Non-Metro,100.0,Practo,500
Dr. Sumit Singh Gautam,General Surgeon,12,Healing Hospital,Chandigarh,Non-Metro,95.0,Practo,700
Dr. Shabbir Ahmad Warsi,General Surgeon,29,Aura Cosmetic Surgery Klinik,Patna,Non-Metro,85.0,Practo,700
Dr. Deepak Kumar Jha,General Surgeon,15,Om Sai Surgery Clinic and Eye Care Centre,Patna,Non-Metro,96.0,Practo,500
Dr. Abhay Kumar,General Surgeon,29,Big Apollo Spectra Multi Speciality Hospital,Patna,Non-Metro,100.0,Practo,750
Dr. Jawahar Prasad Gupta,General Surgeon,54,Gupta Clinic,Patna,Non-Metro,50.0,Practo,700
Dr. Nand Kishore Vidyarthi,General Surgeon,51,Care Poly Clinic & Surgical Center,Patna,Non-Metro,95.0,Practo,300
Dr. Shiv Kishor,General Surgeon,14,Ramkrishna Memorial Medical And Dental Center,Patna,Non-Metro,90.0,Practo,500
Dr. Anil Kumar,General Surgeon,25,Patna Ortho Clinic,Patna,Non-Metro,100.0,Practo,500
Dr. Bijay Kumar,General Surgeon,25,Ambika Memorial Trust,Patna,Non-Metro,100.0,Practo,500
Dr. Prashant Kumar Gupta,General Surgeon,23,Patna,Patna,Non-Metro,100.0,Practo,0
Dr. Shashwat Kumar,General Surgeon,11,Medipark Superspeciality Hospital,Patna,Non-Metro,100.0,Practo,0
Dr. Tarun Agarwal,General Surgeon,27,Gopi Krishna Laser Stone Centre,Lucknow,Non-Metro,99.0,Practo,600
Dr. Ashish Anand,General Surgeon,15,Max Super Speciality Hospital,Lucknow,Non-Metro,100.0,Practo,700
Dr. Rama Srivastava,General Surgeon,43,Jwala Hospital,Lucknow,Non-Metro,88.0,Practo,800
Dr. Aakash Bora,General Surgeon,14,D P Bora Superspeciality Hospital,Lucknow,Non-Metro,100.0,Practo,500
Dr. Farah Arshad,General Surgeon,29,Max Super Speciality Hospital,Lucknow,Non-Metro,100.0,Practo,700
Dr. Rahul singh,General Surgeon,22,Max Super Speciality Hospital,Lucknow,Non-Metro,83.0,Practo,900
Dr. S P Singh,General Surgeon,24,Charak Hospital,Lucknow,Non-Metro,93.0,Practo,800
Dr. Hari Om Gupta,General Surgeon,21,Arna Surgicare,Lucknow,Non-Metro,97.0,Practo,200
Dr. Nikhil Puri,General Surgeon,15,Medwell Hospital,Lucknow,Non-Metro,91.0,Practo,0
Dr. Navneet Tripathi,General Surgeon,19,HealthCity Trauma Centre & Superspeciality Hospital,Lucknow,Non-Metro,100.0,Practo,0
Dr. Abhijit A Whatkar,General Surgeon,17,Noble Hospital,Pune,Non-Metro,99.0,Practo,800
Dr. Parmeshwar Babulal Bambrule,General Surgeon,16,Noble Hospital,Pune,Non-Metro,95.0,Practo,1000
Dr. Kundan Kharde,General Surgeon,19,Sharvari Hospital,Pune,Non-Metro,95.0,Practo,1000
Dr. Prashant Kedari,General Surgeon,27,Jeevan Jyoti Superspeciality Hospital,Pune,Non-Metro,86.0,Practo,1200
Dr. Rakesh Neve,General Surgeon,31,Lifepoint Multispeciality Hospital,Pune,Non-Metro,100.0,Practo,1500
Dr. Ashish Kumar Shrivastav,General Surgeon,26,Devi Ratna Multispeciality Hospital,Pune,Non-Metro,88.0,Practo,1000
Dr. Dinesh Jain Bhermal,General Surgeon,36,Ruby Hall Clinic,Pune,Non-Metro,100.0,Practo,900
Dr. Shilpy Dolas,General Surgeon,20,Ruby Hall Clinic,Pune,Non-Metro,97.0,Practo,1200
Dr. Shama Shaikh,General Surgeon,24,Ruby Hall Clinic,Pune,Non-Metro,62.0,Practo,700
Dr. Umesh Paprunia,General Surgeon,33,Noble Hospital,Pune,Non-Metro,95.0,Practo,850
Dr. Baratam Ananta Rao,General Surgeon,21,Medicover Hospitals ,Visakhapatnam,Non-Metro,100.0,Practo,500
Dr. Sujit Kumar Mohanty,General Surgeon,31,Medicover Hospitals ,Visakhapatnam,Non-Metro,95.0,Practo,800
Dr. Alamuri Ramesh,General Surgeon,21,Medicover Cancer Institute,Visakhapatnam,Non-Metro,95.0,Practo,800
Dr. Biswabasu Das,General Surgeon,32,Care Hospital,Visakhapatnam,Non-Metro,100.0,Practo,600
Dr. Ramanujam Chekka,General Surgeon,23,Medicover Hospitals ,Visakhapatnam,Non-Metro,95.0,Practo,600
Dr. Karthik Chandra Vallam,General Surgeon,20,Medicover Cancer Institute,Visakhapatnam,Non-Metro,100.0,Practo,800
Dr. Yalla Deepak Vamsi,General Surgeon,18,Medicover Hospitals ,Visakhapatnam,Non-Metro,95.0,Practo,500
Dr. Dadala Durga Bhavani,General Surgeon,10,Care Hospital,Visakhapatnam,Non-Metro,95.0,Practo,600
Dr. Metta Jayachandra Reddy,General Surgeon,15,Care Hospital,Visakhapatnam,Non-Metro,95.0,Practo,650
Dr. K S Krishna Prasad,General Surgeon,18,Shiva Shakthi Hospital,Visakhapatnam,Non-Metro,95.0,Practo,600
Dr. M Kalpana,Gynecologist,22,Kasturi Hospital,Hyderabad,Metro,86.0,Practo,700
Dr. L Revathi,Gynecologist,32,Vijaya Nursing Home,Hyderabad,Metro,93.0,Practo,750
Dr. Kranti Silpa P,Gynecologist,19,"CARE Hospitals Outpatient Centre, Banjara Hills",Hyderabad,Metro,100.0,Practo,1000
Dr. P Annapurna,Gynecologist,26,Vijaya Nursing Home,Hyderabad,Metro,100.0,Practo,650
Dr. Jayashree Reddy,Gynecologist,47,Ankura hospital for women and children,Hyderabad,Metro,94.0,Practo,1000
Dr. Sireesha TV,Gynecologist,17,Aster Prime Hospital,Hyderabad,Metro,100.0,Practo,600
Dr. Roopa Ghanta,Gynecologist,31,Little Stars Children's Clinic,Hyderabad,Metro,86.0,Practo,500
Dr. Parinaaz Parhar,Gynecologist,18,Oasis Fertility,Hyderabad,Metro,100.0,Practo,0
Dr. Latha,Gynecologist,18,Ankura Hospital for Women & Children,Hyderabad,Metro,100.0,Practo,700
Dr. Syeda Iram Fatima,Gynecologist,26,Ankura Hospital for Women and Children,Hyderabad,Metro,94.0,Practo,700
